date,time,timezone,username,tweet
17/04/2019,17:21:51,Eastern Daylight Time,alyssaelliott_,school got me depressed
17/04/2019,17:21:45,Eastern Daylight Time,carnidae,i realized last night my hormone meds are what were making me extremely depressed w Intense low points like none other which is like.  Concerning bc the dr never warned me abt ANY side effects like that
17/04/2019,17:21:31,Eastern Daylight Time,fuyuhikokuzury6,"Then how come you like him when he's a girl? also no one likes him, just me, hajime and his depressed friend, he texted me yesterday and it was hard to understand so it was clear that he was going through a break up, so uh....aniki isn't liked by people  pic.twitter.com/tDsbE1WUJ5"
17/04/2019,17:21:24,Eastern Daylight Time,sayersmakenzie,Literally no one in the store:   Stranger: “The bish wif da brown hair over there looks single...yeahhh”  Strangers friend: “nah man she just looks depressed brother”                                Me: *cries internally
17/04/2019,17:21:24,Eastern Daylight Time,reishutfrau_,"anilec the depressed, hoarder of coconut chocolate flakes and remote control  ????????????????????????????  https://twitter.com/blauerSchlumpf_/status/1118466504012587010 …"
17/04/2019,17:21:23,Eastern Daylight Time,cookieisahippie,"A year ago around this time I was fr going through it, I was so depressed in a toxic environment. So glad everything’s different 🌱🌱💓🤩"
17/04/2019,17:21:22,Eastern Daylight Time,wonhlena,hi i'm depressed 👊  pic.twitter.com/VOPGvkttcv
17/04/2019,17:21:13,Eastern Daylight Time,shandilanshul,Deeply saddened and depressed to just think how far behind we actually are 😑
17/04/2019,17:21:13,Eastern Daylight Time,feangolfinn,"Yeah mate I know, that's why I'm depressed"
17/04/2019,17:21:05,Eastern Daylight Time,realherbo,Dont know the half ion think i be depressed tho i be stressed a lil & thinking alot  https://twitter.com/colormecynn/status/1118298009727582208 …
17/04/2019,17:21:01,Eastern Daylight Time,emmarosethomson,Imagine havin a body like Beyoncé’s 🤩😟 sittin depressed watching Homecoming 😭
17/04/2019,17:20:58,Eastern Daylight Time,laueyfson,já me passa o zac e cody
17/04/2019,17:20:58,Eastern Daylight Time,thequietgirl2,The goals we conceded were 3 absolute defending howlers. Aguero missed a penalty. When it matters we keep being soft in both boxes.  And now Saturday we are going to look depressed and lose. Sickening and depressing.
17/04/2019,17:20:54,Eastern Daylight Time,nchardenet,Used to be depressed Now I am much happier Mindfulness does work!
17/04/2019,17:20:35,Eastern Daylight Time,jbarkerdesigns,"2. I can't stay inside. Like, ever. I have a LOT of anxious energy, due to anxiety disorder, other issues, and maybe a high metabolism? Even when depressed I tend to be antsy, and pace a lot. I can't stop moving, and this sometimes leads to trouble, or at least wasted time."
17/04/2019,17:20:34,Eastern Daylight Time,zachwritesstuff,"i've been wondering why Burger King is depressed, and also who Burger King's therapist is?"
17/04/2019,17:20:24,Eastern Daylight Time,thingsimight,or maybe she felt she had no other choice because she couldnt fulfill her fantasy of several first degree murders of innocent students and teachers?
17/04/2019,17:20:10,Eastern Daylight Time,qwerkid,funny how i was depressed for about four months but once bts drop the album i feel wonderful 🤔
17/04/2019,17:20:08,Eastern Daylight Time,imghostee,"Update: Im all better now, just not motivated. I didn't go to school today, and slept til 2, didn't even mean to. Something must've happened yesterday to make me so depressed, but I just dont know what it is"
17/04/2019,17:19:59,Eastern Daylight Time,keverwondering,Except when depressed or reading the tax code  https://twitter.com/mboorstein/status/1118605203207598080 …
17/04/2019,17:19:48,Eastern Daylight Time,harriman_jr,Studies have shown that women who have more active sex and in long term relationships were less likely to be depressed than women who went without sex.
17/04/2019,17:19:44,Eastern Daylight Time,nilamadison,"“why do you sleep so much?”  FIRST OF ALL, I’M DEPRESSED  pic.twitter.com/PYfLwvv2u4"
17/04/2019,17:19:36,Eastern Daylight Time,lilaprentiss,Depressed but still rad 🤟🏼
17/04/2019,17:19:32,Eastern Daylight Time,sharperbeing,"Agreed, Meghan. Both from the GOP and from the #BernieBro crowd. Ever the egocentrist, Bernie failed to condemn the successful message #BernieOrBust and cynically fed us all to Trump and to the GOP by letting his base depress the voter turnout. I will neither forget or forgive."
17/04/2019,17:19:30,Eastern Daylight Time,country60493404,"Why would mental health be legitimate when it comes to aborting a viable baby? Do we kill newborns because the mother is depressed the child exists? An abortion at late term involves giving birth anyways, why not deliver an alive child?"
17/04/2019,17:19:26,Eastern Daylight Time,judy69533274,I cried and cried all night long ! @NYCACC & #DOH has caused me to be depressed 24/7 for over a decade B/C of them I cannot even do ARTWORK anymore  Have no meaning in my Life  Hope they throw each over the CURB taking Jane Hoffman w/them too  https://twitter.com/KeithOlbermann/status/1118295867063263232 …
17/04/2019,17:19:25,Eastern Daylight Time,laueyfson,"nem parece que to pensando nas mil possibilidades de dar errado, meus amigos daqui e um certo apego por franco"
17/04/2019,17:19:22,Eastern Daylight Time,tired_grobi,"*TFA, not TFW. x)"
17/04/2019,17:19:20,Eastern Daylight Time,cernjiva,Jiva: I am very depressed today Kali: Do you know why you are depressed? Jiva: Maybe I feel I've done my work here? Kali: Have you? Jiva: I'm tired of all the fraudulent Hells & the Kings & Queens who mine them for gold. I'm worried I'll become one of 'em if I'm not one already
17/04/2019,17:19:13,Eastern Daylight Time,tsileo,Link?
17/04/2019,17:19:05,Eastern Daylight Time,bowielyricsbot,You've Been Around Where's the pain in the violent night? I'm depressed by the grin I stay over many years I should have thought of that
17/04/2019,17:19:04,Eastern Daylight Time,all_overmy_skin,I’m so depressed man ⚰️ but just gotta keep moving
17/04/2019,17:18:58,Eastern Daylight Time,depressmon,Np to lecimy pic.twitter.com/1Tay9uR2kF
17/04/2019,17:18:41,Eastern Daylight Time,bee_hivv,"Fuck no its mine now, a trade is a trade smh my head"
17/04/2019,17:18:38,Eastern Daylight Time,william18610761,"I’d be cool with Bernie, but I want someone younger"
17/04/2019,17:18:35,Eastern Daylight Time,satanod666,Я выгляжу как бомж которого вы на улице спросили как куда-то дойти
17/04/2019,17:18:34,Eastern Daylight Time,jestickz,Someone should check on this guy ooo. He's depressed already  https://twitter.com/ManCity/status/1118618236629786625 …
17/04/2019,17:18:27,Eastern Daylight Time,fmdazodman1,"Just in case you're feeling down under, and you're depressed. And contemplating suicide, just know people are going through worst. Being crushed  is a staged n not a destination. After being crushed, it can only get better. I love y'all ❤"
17/04/2019,17:18:24,Eastern Daylight Time,_lunacie,"But as we talked ( mom, sis and myself ) we realized that I wasnt the only person depressed, but my mom was as well. We knew that we all needed to change something about our current times and so we are working on that now. ( 2/8)"
17/04/2019,17:18:24,Eastern Daylight Time,mujeer1998,Is 4-3. Bam. And all spurs had to do was defend and they r thru. But noooo. They concede late on. Sterling scores. Stadium goes nuts. Pep goes nuts. I begin to get depressed and then VAR CAME TO THE FKING RESCUE AND RULED IT OUT
17/04/2019,17:18:23,Eastern Daylight Time,_lunacie,"So I finally told my mom how I was depressed and the things that caused it. She was kind of shocked at first but we had a long convo on it which you know how mom's are; they want the best for you yadda, yadda, yadda. ( 1/8)"
17/04/2019,17:18:23,Eastern Daylight Time,depressedethics,"@WilliamHill #YourOdds - Chelsea, Arsenal, Valencia & Frankfurt Matches Over 1 goal, over 2 cards and over 7 corners, all in each match."
17/04/2019,17:18:21,Eastern Daylight Time,najd_mo,I am depressed and sad and tired and collapsed
17/04/2019,17:18:10,Eastern Daylight Time,carolinacorsino,Tho q a @depressed_bitx me deixa no vácuo 24/7
17/04/2019,17:18:05,Eastern Daylight Time,tanjanagode,Depressed*
17/04/2019,17:17:53,Eastern Daylight Time,kob76, https://www.rotoworld.com/baseball/mlb/player/20531/trea-turner …  Late May / early June - hopefully
17/04/2019,17:17:53,Eastern Daylight Time,laueyfson,EU VOU VOLTAR PRA SP PATRÃO BOTA NA PLAYLIST MAIS IRRAAAA
17/04/2019,17:17:51,Eastern Daylight Time,carolinacorsino,Oh yeah 😂😎
17/04/2019,17:17:50,Eastern Daylight Time,itsranndd,"The other day one of my friends told me that her mom had a tumor in her head and she was so depressed and she started crying her lungs out , i tried my best to calm her and told her its gonna be fine it shall pass and her mom will be fine-"
17/04/2019,17:17:31,Eastern Daylight Time,diddlepeens,"A big one when I was mid-20s, massively depressed and suffering from undiagnosed bipolar disorder, and trying to get back into college and art  ""If you aren't making money from it, why bother doing it?""  Followed not long after by  ""I want you to design a tattoo for me!"""
17/04/2019,17:17:30,Eastern Daylight Time,runningaaronsbb,Damn the only thing my depressed ass wants to do is smoke and binge watch tv in bed for all eternity
17/04/2019,17:17:29,Eastern Daylight Time,tired_grobi,"And I want to defend that scene, both because it's what all the mouthbreathers jump on the first when trashing TFW and because, as a KOTOR-nerd, I do know what is going on.  But from a purely mechanical film technique level...  It's an editing nightmare.  Which is a legit issue."
17/04/2019,17:17:21,Eastern Daylight Time,laueyfson,roubando wi-fi da vizinha 😎
17/04/2019,17:17:13,Eastern Daylight Time,nsm3055,Why are u depressed darling...
17/04/2019,17:17:12,Eastern Daylight Time,chriswolfpr,Knowing sanity is no more makes me more depressed than what i already  am...
17/04/2019,17:17:11,Eastern Daylight Time,chikadee,I am in soucj pain and I'm hungry so I'm just very hangry and depressed all at the same time and nothing touches my pain but weed. I have an appointment tomorrow to see if I qualify for a card and they offer payment plans but I can't afford anything up front
17/04/2019,17:17:11,Eastern Daylight Time,katiebug445,"Those posts that are like ""do you ever meet someone and think to yourself 'it's gonna hurt so bad when they leave'?"" like..... no, patrice. because im trying not to be a constantly depressed bag of shit. how about we stop predestining bad things all the time?!!!?"
17/04/2019,17:17:00,Eastern Daylight Time,laueyfson,"eu li com amor, simon agora eu PRECISO ver o filme aaa"
17/04/2019,17:16:59,Eastern Daylight Time,thenermine,"When you’re sad everything matters, when you’re depressed nothing does."
17/04/2019,17:16:58,Eastern Daylight Time,englert_bot_01,A short pink penguins masturbating on a depressed sex toy.
17/04/2019,17:16:49,Eastern Daylight Time,depressed69_69,Стою на остановке  Жду маршрутку   Приходят парень и девушка  Стоят  Потом начинают обдиматься  Вы издеваетесь?  Обниматься перед одиноким человеком - бесчеловечно  Я плакац  Блять  Они ещё и целуются  Пиздец  Тушите свет...
17/04/2019,17:16:48,Eastern Daylight Time,depressmon," https://klp.pl   http://ostatnidzwonek.pl  ☺️ jak coś to na tej pierwszej jest opracowanie książki z chyba każdym możliwym motywem pt. „100 lat samotności”. Jest to trudna lektura, ale z osobistego doświadczenia mogę powiedzieć, że się przydaje. 🥰"
17/04/2019,17:16:45,Eastern Daylight Time,1_depressed_gay,My favourite girl
17/04/2019,17:16:44,Eastern Daylight Time,zaanoor1,Ok..every person is living his/her story..being badly depressed day and night..i found a way to make myself away from depression and that with laughters..loud laughters..and people still taunt me..the way hasny sy dil murda ho jata..hasti rhti or koi kaam ni..
17/04/2019,17:16:30,Eastern Daylight Time,gerrycanavan,I’m absolutely against any conception of service that seeks to depress wages for necessary work by exploiting or extorting young people.
17/04/2019,17:16:15,Eastern Daylight Time,lecmiller09,"Depressed Jude, a prisoner in his own mind, perseveres the dangerous people due to losing all hope and now it is snowing."
17/04/2019,17:16:14,Eastern Daylight Time,annalena_pane,I’m depressed again ✌🏼😙
17/04/2019,17:16:09,Eastern Daylight Time,oddballkimin,Eeyore please stay depressed thanks
17/04/2019,17:16:09,Eastern Daylight Time,ent1t7,shut up! you depressed piece of shit! my life is worth more than the entire universe
17/04/2019,17:16:06,Eastern Daylight Time,babyxmaxi,"This day of last year, I started dedicating  my self to lose weight. My heaviest was 167 I was depressed and overweight. I pushed better myself and now I am 145! I have more ways to go but I am very proud of myself!!  pic.twitter.com/Y9qG2STXxT"
17/04/2019,17:15:40,Eastern Daylight Time,nardinemichel,Depressed and fed up !
17/04/2019,17:15:39,Eastern Daylight Time,tired_grobi,"I at least remember the fight competently staged (no TDK-level ""I have no idea how hand-to-hand fighting-scenes should look so I'll shoot an entire movie about Batman doing hth!""-junk) but it's...  It feels like an entire shot is just *missing* from that action scene.  It sucks."
17/04/2019,17:15:33,Eastern Daylight Time,heyitsemilyc,"Losing my voice, being depressed because I can't speak at full volume/sing at full range, getting my voice back and immediately overusing it because of excitement really explains to me exactly how I had chronic laryngitis for a full year of high school"
17/04/2019,17:15:32,Eastern Daylight Time,__papa_,Yeah!!! Exactly!!!! They're gonna be severely depressed in like six months!!!!  pic.twitter.com/zIsFMz0Xf1
17/04/2019,17:15:31,Eastern Daylight Time,depressedfab,"L Inter non ha perso con il PSV, ha fatto una vittoria e un pareggio. Per una squadra che da 6 anni non giocava un girone di Champions arrivare secondo a pari punti con il Tottenham non è affatto male."
17/04/2019,17:15:28,Eastern Daylight Time,agustdepressed,"No, thank YOU 🥰💜"
17/04/2019,17:15:22,Eastern Daylight Time,depressedwblack,How long does it take before you feel comfortable farting in front of someone?
17/04/2019,17:15:20,Eastern Daylight Time,kool_kix,Behind the Buzz: How Ketamine Changes the Depressed Patient's Brain  https://www.scientificamerican.com/article/behind-the-buzz-how-ketamine-changes-the-depressed-patients-brain/?amp … via @sciam
17/04/2019,17:15:19,Eastern Daylight Time,ya_boibacon,Feetus Deletus
17/04/2019,17:15:19,Eastern Daylight Time,rsooriah17,"@ManUtd Board members & co, sort out OUR club coz I’m fucking depressed, sick of seeing our rivals compete at the highest level year in year out whilst we’re 10 years behind watching pensioners and frauds run about on the pitch. SORT IT FUCKING OUT"
17/04/2019,17:15:04,Eastern Daylight Time,ditamarx,"THC research findings for this evening (again, just for the government in case I ever get the call) : no psychosis, schizophrenia, hairy eyeballs, hallucinations, warts on my hands or anywhere else and I don't seem to be depressed either 👍🏻"
17/04/2019,17:15:02,Eastern Daylight Time,laueyfson,to sem internet
17/04/2019,17:14:55,Eastern Daylight Time,tapdancinghippo,"In my defense, I’m sick. Also a depressed mess of a human bean. Also just... a mess?"
17/04/2019,17:14:52,Eastern Daylight Time,mochaacom,"wikihow i'm jealous, fat and depressed make me stop"
17/04/2019,17:14:39,Eastern Daylight Time,i_eonardo,"Eu tô rindo desde ontem pq tava jogando Werewolf Online e chegou na sala um cara chamado Depresso falando ""Hi I'm Great Depresso and I'm greatly depressed"""
17/04/2019,17:14:39,Eastern Daylight Time,alawiyao,Not funny .... we are depressed
17/04/2019,17:14:38,Eastern Daylight Time,erinahatbest,"teehee im just quoting locals that say ""oh i wouldn't be depressed if i was in a relationship"" that makes me >:("
17/04/2019,17:14:34,Eastern Daylight Time,nadiranorjahan,"They used to call me corny back in the day. I guess I kinda was. I was depressed, my mind wasn’t right and I didn’t love myself. What was it that Nina Simone said? Oh, yeah! “It’s a new…  https://www.instagram.com/p/BwXxE0Bnpdc/?utm_source=ig_twitter_share&igshid=1bzt97s8m14n7 …"
17/04/2019,17:14:31,Eastern Daylight Time,sabrina5sos,depressed as fuck
17/04/2019,17:14:30,Eastern Daylight Time,defiantandi,"Well, I'm a mess today. My brain has decided there's nothing good in the world. For example, during my lunch, I looked at tortie cats for adoption and got depressed, thinking ""even if I find the perfect one and went to adopt it today it'd already be gone by the time I got there""."
17/04/2019,17:14:27,Eastern Daylight Time,topspurs1882,Gary Lineker so depressed about Spurs going through FFS!!! #COYS #THFC
17/04/2019,17:14:20,Eastern Daylight Time,aintropy,Makes it seem like the drone is depressed that his girlfriend left him and didn’t get help. Giving the drone agency is obfuscating.   Human beings are using machines for homicide.
17/04/2019,17:14:18,Eastern Daylight Time,yegfitness,"Like so many people, sometimes you may feel hopeless, lonely, restless, and depressed. You would probably call a  https://yegfitness.ca/5-surprising-benefits-of-hiring-a-therapist/?utm_source=ReviveOldPost&utm_medium=social&utm_campaign=ReviveOldPost …"
17/04/2019,17:14:16,Eastern Daylight Time,depressedshibe,"#NintendoSwitch my longest Dragon Ball FighterZ combo ever, I feel like I've acomplished something in life and on this game. pic.twitter.com/GG5LgxWZcO"
17/04/2019,17:14:06,Eastern Daylight Time,garygoesboom,YEEHAW https://twitter.com/bryanhoch/status/1118599729380823040 …
17/04/2019,17:14:03,Eastern Daylight Time,devionyx,"me: i wanna paint good but also me: i wanna draw comics sometimes, me in unison: no you want a deliberate yet solid cartoony style actual me, depressed and undergoing a labor intensive degree:  pic.twitter.com/RDcmr6kl8D"
17/04/2019,17:14:00,Eastern Daylight Time,tired_grobi,"The entire movie is edited pretty ehhhh (not exactly miserable, I've seen much worse, but still not good) but that fight easily takes the cake.  You have no real indication where the power comes from, just a long shot on Rey's face and then instantly turned tables."
17/04/2019,17:13:58,Eastern Daylight Time,london3673,I really don’t know how you all still watch. The 24/7 trump and now Pete it just got me so depressed
17/04/2019,17:13:58,Eastern Daylight Time,whosmanisthis24,How to tell if one of your friends is depressed: Step 1) they have a finsta
17/04/2019,17:13:56,Eastern Daylight Time,tboggs33151984,I assumed depression because I always hear that people who commit suicide were depressed.  So you think we should have forced mental evaluations prior to exercising a constitutional right?
17/04/2019,17:13:56,Eastern Daylight Time,amanderx_,My sisters depressed n hopes she dies from smoking cigarette😥 she also took my phone away to make me sad
17/04/2019,17:13:54,Eastern Daylight Time,madzivhandilade,I don’t wanna sound depressed or anything but life is kak full stop
17/04/2019,17:13:53,Eastern Daylight Time,ben_hunter14,Was already depressed before this but fuck me this is a new low
17/04/2019,17:13:52,Eastern Daylight Time,deathbearbrown,"I was actually using my secret twitter account for the initial project, which has no RTs and I only use when depressed or furious"
17/04/2019,17:13:41,Eastern Daylight Time,danny____diaz,I love this song https://twitter.com/oregonian/status/1118345104631246848 …
17/04/2019,17:13:32,Eastern Daylight Time,tb_mikeb,Joe Smith
17/04/2019,17:13:32,Eastern Daylight Time,depressedgamer7,Check out my broadcast from my PlayStation 4! #PS4live (ToeJam & Earl: Back in the Groove!)  live at https://www.twitch.tv/depressedgamer85 …
17/04/2019,17:13:24,Eastern Daylight Time,depressedfab,"A parte la gestione finale del girone (squadra che non giocava da 6 anni la Champions League e non abituata a quelle partite), l'Inter ha fatto una buona prima fase eliminatoria, dire il contrario vuol dire essere in malafede."
17/04/2019,17:13:22,Eastern Daylight Time,parkjiminlusts,"//Y'all ever feel like dying cuz me too Depressed, lonely, n horny hours lets get it 🤠🤠"
17/04/2019,17:13:12,Eastern Daylight Time,sgtkillbot,People who work more than 11 hours a day are nearly twice as depressed than those who work 7 or 8. People of Japan 🇯🇵 have my deepest condolence  pic.twitter.com/iVJCObRqmV
17/04/2019,17:13:05,Eastern Daylight Time,dvaporwave,Same
17/04/2019,17:13:01,Eastern Daylight Time,nicetobatyou,"Depressed and dying, but ALL MAN NOW BABY"
17/04/2019,17:12:55,Eastern Daylight Time,xx4yy1zz1,I@was prescribed antidepressants bc My medicine makes me feel very depressed. My family won’t let me take them but it’s ok.
17/04/2019,17:12:50,Eastern Daylight Time,daveenabadyal,What happened to us being lonely and depressed together hUH?
17/04/2019,17:12:49,Eastern Daylight Time,lalodagach,"This makes me so depressed.   Everyday in Chile I meet a recent Venezuelan immigrant who tells me of the horrors of Chavez and Maduro. People in the west supporting the Maduro dictatorship like @AOC and @IlhanMN, are the biggest fascists of all. https://twitter.com/reutersvzla/status/1118620398139125760 …"
17/04/2019,17:12:44,Eastern Daylight Time,sammyliddell929,"Go see a doctor, u r clinically depressed"
17/04/2019,17:12:41,Eastern Daylight Time,dvaporwave,I have done these so many times i want to belive your not a fake but its getting hard not to
17/04/2019,17:12:39,Eastern Daylight Time,imajpetrillo,pt. 2 of me being mad and depressed  pic.twitter.com/dExsDj7C6Y
17/04/2019,17:12:33,Eastern Daylight Time,angelcyrusgomez,"I'm sorry I sounded depressed. To Selena Gomez, Miley Cyrus, Emily Osment, and Demi Lovato,  I will not talk to anybody else about how I feel and I will go to Fresh Start about this. They've got me a new depression meds and I will not talk about it anymore and let it escalate."
17/04/2019,17:12:32,Eastern Daylight Time,depressmon,"Acha, już rozumiem. Hmm co do lektur to jedynie mogę podać strony z dobrymi i szczegółowymi opracowaniami."
17/04/2019,17:12:24,Eastern Daylight Time,014six,depressed
17/04/2019,17:12:21,Eastern Daylight Time,b33milk,"God, I love the sun. I can’t believe I voluntarily spent 8 months in one of the greyest, cloudiest regions in France. (I was extremely depressed during that time, but whatever!)"
17/04/2019,17:12:15,Eastern Daylight Time,scherzday,"Not gonna have any $ for the future if you defer every contract  Stras, Corbin, Max all have it for years after their contract"
17/04/2019,17:12:06,Eastern Daylight Time,tb_mikeb,We deserve all of this shit talk
17/04/2019,17:11:55,Eastern Daylight Time,x_deadinside_xx,Depressed peoples every where😑
17/04/2019,17:11:53,Eastern Daylight Time,yoofigraine,I've never been depressed like this
17/04/2019,17:11:49,Eastern Daylight Time,imajpetrillo,okay maybe i just ranted a bit and some of it probably didn’t make sense but i’m mad and depressed and wanted to say that cause i’m dealing with stupid shit like that right now myself. that ain’t even all of it sis  pic.twitter.com/r3so8GsIpY
17/04/2019,17:11:48,Eastern Daylight Time,sofemtoday,hi i think i only go on here when i'm depressed
17/04/2019,17:11:46,Eastern Daylight Time,fathmathmaashy,And when I don’t everyone assumes that I’m depressed. Ugh.
17/04/2019,17:11:35,Eastern Daylight Time,louzius,Lonely😞 @ Saxony-Anhalt  https://www.instagram.com/p/BwXwqrxBAhJ/?utm_source=ig_twitter_share&igshid=12es1ewkzb0w2 …
17/04/2019,17:11:34,Eastern Daylight Time,dvaporwave,Thx
17/04/2019,17:11:25,Eastern Daylight Time,okayresigntho,That doesn’t scream MK Ultra. Screams depressed youth.
17/04/2019,17:11:19,Eastern Daylight Time,depressed69_69,Нарисуй за меня сперматозоид и яйцеклетку...
17/04/2019,17:11:10,Eastern Daylight Time,thealfredjones,Do not be depressed
17/04/2019,17:11:04,Eastern Daylight Time,sweetseamermaid,I hope with the switch game we can decide who stays and who leaves. Julian moved out of mine and i was depressed for two days lol Thats what i like most about Pocket Camp cause ur favs can just stay forever if u want them to
17/04/2019,17:11:00,Eastern Daylight Time,tiegan42953430,nevermind definitely depressed  https://twitter.com/tiegan42953430/status/1118585016412405760 …
17/04/2019,17:10:58,Eastern Daylight Time,tiagoaon,depressed thot o melhor
17/04/2019,17:10:43,Eastern Daylight Time,tired_grobi,"Hot take:  The reason why the ""Rey becomes instantly more powerful than Kylo Ren""-fight is so hated (apart from just general misogyny which is of course the bulk of the issue) is because of the atrocious editing.  I like the movie but HOLY SHIT THAT SCENE IS EDITED SO CLUMSILY. https://twitter.com/MK_author/status/1118614446153318401 …"
17/04/2019,17:10:43,Eastern Daylight Time,bryancheco_,Literally getting depressed looking at my EDC Vegas ticket package knowing I’m not gonna go
17/04/2019,17:10:39,Eastern Daylight Time,gabrielaasojo,Sad and depressed 24/7
17/04/2019,17:10:37,Eastern Daylight Time,jxrdynickxle,"i am the most depressed i’ve ever been, i’m getting this shit taken out asap"
17/04/2019,17:10:35,Eastern Daylight Time,johnolion,Devia ser assim #fairplay pic.twitter.com/5dGXJo9Wwn
17/04/2019,17:10:33,Eastern Daylight Time,m40a8,not depressed you're literally being a toxic little kid letting that ego get to your head like what? i even carried you in the one series we played tf 🤣🤣
17/04/2019,17:10:30,Eastern Daylight Time,najamxd1,Why do you look depressed or upset in the last pic D:
17/04/2019,17:10:29,Eastern Daylight Time,yasscenary,"Be kind to everyone, you will never know if someone is struggling with keeping his head up. Be kind for you can be the reason a depressed person feels happiness due to your kindness."
17/04/2019,17:10:29,Eastern Daylight Time,goldrock53,Are u guys depressed already?  https://twitter.com/ManCity/status/1118618236629786625 …
17/04/2019,17:10:24,Eastern Daylight Time,nocapitol,Not depressed at all?  https://twitter.com/__sanduskyy/status/1046898445104107520 …
17/04/2019,17:10:16,Eastern Daylight Time,gregoriodaluz1,Real men don’t act like that poor guy. You must be really depressed to act like that watching a Star Wars trailer. If you are seeing your kid for the first I understand an emotional reaction. This is just trailer though....
17/04/2019,17:10:13,Eastern Daylight Time,kt_mthr,I HAVE A NAME!! pic.twitter.com/5yu579ALMe
17/04/2019,17:10:13,Eastern Daylight Time,brianstack153,"Back in my twenties, a Taco Bell manager told me, “It’s on the house today. We take care of our regulars.” It depressed me so much, I stayed away for three months."
17/04/2019,17:10:09,Eastern Daylight Time,looking_glassbc,"""How many of us actually pick up our mobile phones seeking connection? And how many of us feel highly disconnected, discouraged, or even depressed afterwards?""  http://ow.ly/TCDg30osyfL  pic.twitter.com/2JBUUhfmDA"
17/04/2019,17:10:04,Eastern Daylight Time,kingdomg13,I just found out blue skittles aren't sold because they were depressed
17/04/2019,17:09:59,Eastern Daylight Time,ava_levesque,"Who said she was depressed? There are a myriad of illnesses she could have had, and none of them should have you handling a gun. You are aware there are psychiatric assessments that can be preformed to find out if people have mental disorders, right? Those are the laws I suggest."
17/04/2019,17:09:58,Eastern Daylight Time,bigdzeko10,Yeah man was a sick game just depressed 😭😂
17/04/2019,17:09:53,Eastern Daylight Time,seanflan_11,MANCHESTER IS...... depressed #UCL
17/04/2019,17:09:45,Eastern Daylight Time,indomitabledust,Depressed people tend to speak with longer pauses and fragmented sentences.
17/04/2019,17:09:40,Eastern Daylight Time,cold_charlie,Not sure why I care but that ESPN baseball ad with the kid is so fucking bad and it’s just made me depressed
17/04/2019,17:09:40,Eastern Daylight Time,flacidpidgeons,I’m depressed from my head to my toes
17/04/2019,17:09:37,Eastern Daylight Time,lousystargazer,"Umby, are you okay?"
17/04/2019,17:09:37,Eastern Daylight Time,ricacnm,Bir kızla sevgili olmadan cinsel ilişki yaşamışımdır:   Bana buralarda pussy hunter derler
17/04/2019,17:09:28,Eastern Daylight Time,spaceindian_,It’s crazy how I was having a deep convo about depression one day with a friend and just that conversation had me realizing times I was depressed and didn’t even know it
17/04/2019,17:09:22,Eastern Daylight Time,pizzabagels87,What the actual fuck is this
17/04/2019,17:09:20,Eastern Daylight Time,cathiddles,Oh God my sister is right I'm gonna be pissy and depressed I miss London and Tom 😭😭
17/04/2019,17:09:14,Eastern Daylight Time,connorcoolboy12,"Let me be serious for like two mins Depression is an endless vicious sad cycle, if you kill yourself youll give others a reason to be depressed, hence passing on your depression, if you love those around you and your considerate of their feeling then dont hide it,Just. Get. Help!"
17/04/2019,17:09:14,Eastern Daylight Time,mattychurch87,4am walking home depressed with his green chopping board under his arm.
17/04/2019,17:09:08,Eastern Daylight Time,morganweiss1300,cigs hit different when you’re depressed in your old childhood neighborhood lmaoo
17/04/2019,17:08:58,Eastern Daylight Time,amy7594,"My back put me on disability, which going from independent to relying on people depressed me. So the pills they gave me for it cause weight gain 40 lbs. 🙃"
17/04/2019,17:08:55,Eastern Daylight Time,elcodicioso,The guys at post match show on #TenSports are saying  ‘All the city fans worldwide will be depressed’ 😜😂😂 They don’t have fans in Manchester  Fuck the rest of world
17/04/2019,17:08:54,Eastern Daylight Time,dieselweazel,To go from so fucking depressed after they scored that last goal to the ecstasy of when the VAR decision just popped up. Must be like what the first hit of crack feels like 😂
17/04/2019,17:08:52,Eastern Daylight Time,tigesthelene,Ahhh Alberta...you’ve depressed me...
17/04/2019,17:08:50,Eastern Daylight Time,thequietjoestar,im just depressed! no relationship problems here!
17/04/2019,17:08:48,Eastern Daylight Time,thatbethkid,"Seems like people would rather me to continue to be depressed, and when I try to change in hope of managing it I get questioned and belittled  pic.twitter.com/1Lu1DlHEXc"
17/04/2019,17:08:46,Eastern Daylight Time,snoopianh,"JUVE and the way they played whole season never deserved to reach the final and let alone winning it..  I can’t remember when were we playing a horrible football like this before..  Very painful thou, I am still depressed."
17/04/2019,17:08:45,Eastern Daylight Time,mrmgreenteaches,"An absolutely amazing game of football tonight. Thoroughly depressed by the result, but on the other hand, I can fully get behind the Ajax bandwagon now!"
17/04/2019,17:08:45,Eastern Daylight Time,maxradio99,🤣🤣🤣🤣🤣 Them fans are getting depressed from such slander  https://twitter.com/jereoffishal/status/1118620996972548097 …
17/04/2019,17:08:44,Eastern Daylight Time,grabsouls,LMAO get a grip. And don't compare me to someone else. Not my fault your always depressed
17/04/2019,17:08:42,Eastern Daylight Time,scherzday,nats need to stop deferring money
17/04/2019,17:08:38,Eastern Daylight Time,badassclemm,I’m too sad and depressed lmao
17/04/2019,17:08:30,Eastern Daylight Time,dclim16,He threw it 92
17/04/2019,17:08:23,Eastern Daylight Time,starlight_sails,I haven’t felt so depressed in a long time
